UID,Cruise,Ship,OrderOcc,TowType,TowNumber,SpeciesCode,SpeciesName,ITISTSN,Size,Count,Datetime,Lat,Lon,Line,Station,family,weight,nearest.CalCOFI.site,line.station,year,month,distance.from.dumpsite,estimated.depth.nearest.CalCOFI.site,Type,ENSO.general,mean.temp.top.210,mean.salinity.top.210
1766,200701,JD,55,CB,1,301,Triphoturus mexicanus,162766,27.1,1,2007-01-25 17:29:00 -08:00,32.913,-122.127,83.3,80,Myctophidae,0.23,83.3 80,83.3 80,2007,1,376,4180,WE,El.Nino,NA,NA
1767,200701,JD,60,CB,1,260,Nannobrachium ritteri,623745,26.9,1,2007-01-27 01:15:00 -08:00,33.148,-123.222,80,90,Myctophidae,0.23,80 90,80 90,2007,1,466,4229,WE,El.Nino,NA,NA
1768,200701,JD,60,CB,1,260,Nannobrachium ritteri,623745,28.7,1,2007-01-27 01:15:00 -08:00,33.148,-123.222,80,90,Myctophidae,0.27,80 90,80 90,2007,1,466,4229,WE,El.Nino,NA,NA
1769,200701,JD,63,CB,1,301,Triphoturus mexicanus,162766,20.4,1,2007-01-27 20:53:00 -08:00,34.148,-121.15,80,60,Myctophidae,0.1,80 60,80 60,2007,1,273,2204,WE,El.Nino,NA,NA
1770,200704,JD,3,CB,1,292,Stenobrachius leucopsarus,162664,45.1,1,2007-03-28 03:36:00 -08:00,32.913,-117.387,93.3,28,Myctophidae,0.99,93.3 28,93.3 28,2007,3,135,609,WE,El.Nino,10.74,33.95
1771,200704,JD,21,CB,1,301,Triphoturus mexicanus,162766,26.2,1,2007-04-05 00:45:00 -08:00,31.752,-121.315,90,80,Myctophidae,0.21,90 80,90 80,2007,4,353,3694,WE,El.Nino,11.58,33.61
1772,200704,JD,42,CB,1,260,Nannobrachium ritteri,623745,37.5,1,2007-04-09 00:15:00 -08:00,31.99,-122.393,86.7,90,Myctophidae,0.59,86.7 90,86.7 90,2007,4,444,4099,WE,El.Nino,11.25,33.58
1773,200704,JD,52,CB,1,260,Nannobrachium ritteri,623745,45.8,1,2007-04-13 19:24:00 -08:00,34.317,-120.802,80,55,Myctophidae,1.04,80 55,80 55,2007,4,250,780,WE,El.Nino,9.79,33.91
1774,200704,JD,52,CB,1,292,Stenobrachius leucopsarus,162664,76.3,1,2007-04-13 19:24:00 -08:00,34.317,-120.802,80,55,Myctophidae,4.47,80 55,80 55,2007,4,250,780,WE,El.Nino,9.79,33.91
1775,200704,JD,53,CB,1,292,Stenobrachius leucopsarus,162664,48.7,1,2007-04-13 23:40:00 -08:00,34.152,-121.148,80,60,Myctophidae,1.24,80 60,80 60,2007,4,273,2204,WE,El.Nino,9.86,33.83
1776,200704,JD,53,CB,1,292,Stenobrachius leucopsarus,162664,48.8,1,2007-04-13 23:40:00 -08:00,34.152,-121.148,80,60,Myctophidae,1.24,80 60,80 60,2007,4,273,2204,WE,El.Nino,9.86,33.83
1777,200704,JD,56,CB,1,260,Nannobrachium ritteri,623745,49.3,1,2007-04-14 18:25:00 -08:00,33.15,-123.222,80,90,Myctophidae,1.28,80 90,80 90,2007,4,466,4229,WE,El.Nino,12,33.37
1778,200704,JD,57,CB,1,301,Triphoturus mexicanus,162766,26.2,1,2007-04-15 00:28:00 -08:00,32.817,-123.905,80,100,Myctophidae,0.21,80 100,80 100,2007,4,545,4348,WE,El.Nino,12,NA
1779,200704,JD,57,CB,1,301,Triphoturus mexicanus,162766,29.2,1,2007-04-15 00:28:00 -08:00,32.817,-123.905,80,100,Myctophidae,0.29,80 100,80 100,2007,4,545,4348,WE,El.Nino,12,NA
1780,200704,JD,57,CB,1,301,Triphoturus mexicanus,162766,39.5,1,2007-04-15 00:28:00 -08:00,32.817,-123.905,80,100,Myctophidae,0.68,80 100,80 100,2007,4,545,4348,WE,El.Nino,12,NA
1781,200707,NH,5,CB,1,260,Nannobrachium ritteri,623745,23.8,1,2007-06-28 18:14:00 -08:00,32.848,-117.53,93.3,30,Myctophidae,0.16,93.3 30,93.3 30,2007,6,127,846,WE,El.Nino,10.82,33.87
1782,200707,NH,6,CB,1,301,Triphoturus mexicanus,162766,35.3,1,2007-06-29 00:17:00 -08:00,32.68,-117.873,93.3,35,Myctophidae,0.49,93.3 35,93.3 35,2007,6,122,616,WE,El.Nino,11.05,33.93
1783,200707,NH,35,CB,1,292,Stenobrachius leucopsarus,162664,68.4,1,2007-07-05 01:19:00 -08:00,33.827,-118.625,86.7,35,Myctophidae,3.27,86.7 35,86.7 35,2007,7,32,662,SL,La.Nina,11.25,33.87
1784,200707,NH,35,CB,1,301,Triphoturus mexicanus,162766,36.1,1,2007-07-05 01:19:00 -08:00,33.827,-118.625,86.7,35,Myctophidae,0.53,86.7 35,86.7 35,2007,7,32,662,SL,La.Nina,11.25,33.87
1785,200707,NH,35,CB,1,301,Triphoturus mexicanus,162766,50.2,1,2007-07-05 01:19:00 -08:00,33.827,-118.625,86.7,35,Myctophidae,1.35,86.7 35,86.7 35,2007,7,32,662,SL,La.Nina,11.25,33.87
1786,200707,NH,39,CB,1,292,Stenobrachius leucopsarus,162664,76.7,1,2007-07-05 18:59:00 -08:00,33.152,-119.993,86.7,55,Myctophidae,4.54,86.7 55,86.7 55,2007,7,166,1201,SL,La.Nina,10.26,33.93
1787,200707,NH,51,CB,1,292,Stenobrachius leucopsarus,162664,51.2,1,2007-07-09 02:10:00 -08:00,33.575,-120.747,83.3,60,Myctophidae,1.43,83.3 60,83.3 60,2007,7,214,1397,SL,La.Nina,10.5,33.95
1788,200711,NH,7,CB,1,301,Triphoturus mexicanus,162766,23.7,1,2007-11-03 22:58:00 -08:00,32.348,-118.552,93.3,45,Myctophidae,0.16,93.3 45,93.3 45,2007,11,147,1376,SL,La.Nina,11.3,33.81
1789,200711,NH,11,CB,1,260,Nannobrachium ritteri,623745,60,1,2007-11-04 20:04:00 -08:00,31.513,-120.243,93.3,70,Myctophidae,2.25,93.3 70,93.3 70,2007,11,297,3931,SL,La.Nina,11.74,33.8
1790,200711,NH,19,CB,1,301,Triphoturus mexicanus,162766,20,1,2007-11-07 00:09:00 -08:00,31.09,-122.662,90,100,Myctophidae,0.1,90 100,90 100,2007,11,513,3997,SL,La.Nina,NA,NA
1791,200711,NH,26,CB,1,301,Triphoturus mexicanus,162766,66,1,2007-11-08 21:22:00 -08:00,33.183,-118.385,90,37,Myctophidae,2.95,90 37,90 37,2007,11,53,1177,SL,La.Nina,11.53,33.77
1792,200711,NH,42,CB,1,292,Stenobrachius leucopsarus,162664,41.6,1,2007-11-11 17:06:00 -08:00,31.655,-123.07,86.7,100,Myctophidae,0.79,86.7 100,86.7 100,2007,11,524,4147,SL,La.Nina,11.69,33.71
1793,200711,NH,43,CB,1,260,Nannobrachium ritteri,623745,0.1,1,2007-11-11 23:08:00 -08:00,31.32,-123.745,86.7,110,Myctophidae,0,86.7 110,86.7 110,2007,11,604,3951,SL,La.Nina,12.74,33.29
1794,200711,NH,46,CB,1,260,Nannobrachium ritteri,623745,24.4,1,2007-11-12 22:24:00 -08:00,32.575,-122.812,83.3,90,Myctophidae,0.17,83.3 90,83.3 90,2007,11,456,4247,SL,La.Nina,12.66,33.24
1795,200711,NH,46,CB,1,260,Nannobrachium ritteri,623745,34.5,1,2007-11-12 22:24:00 -08:00,32.575,-122.812,83.3,90,Myctophidae,0.46,83.3 90,83.3 90,2007,11,456,4247,SL,La.Nina,12.66,33.24
1796,200711,NH,59,CB,1,260,Nannobrachium ritteri,623745,22.9,1,2007-11-15 20:49:00 -08:00,33.813,-121.838,80,70,Myctophidae,0.14,80 70,80 70,2007,11,320,3631,SL,La.Nina,11.45,33.41
1797,200711,NH,59,CB,1,260,Nannobrachium ritteri,623745,35.7,1,2007-11-15 20:49:00 -08:00,33.813,-121.838,80,70,Myctophidae,0.51,80 70,80 70,2007,11,320,3631,SL,La.Nina,11.45,33.41
1798,200801,JD,3,CB,1,260,Nannobrachium ritteri,623745,25.3,1,2008-01-07 22:07:00 -08:00,32.918,-117.395,93.3,28,Myctophidae,0.19,93.3 28,93.3 28,2008,1,135,609,SL,La.Nina,11.29,33.85
1799,200801,JD,3,CB,1,260,Nannobrachium ritteri,623745,47,1,2008-01-07 22:07:00 -08:00,32.918,-117.395,93.3,28,Myctophidae,1.12,93.3 28,93.3 28,2008,1,135,609,SL,La.Nina,11.29,33.85
1800,200801,JD,4,CB,1,260,Nannobrachium ritteri,623745,32.3,1,2008-01-08 01:41:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,0.38,93.3 30,93.3 30,2008,1,127,846,SL,La.Nina,11.13,33.81
1801,200801,JD,4,CB,1,260,Nannobrachium ritteri,623745,50.4,1,2008-01-08 01:41:00 -08:00,32.847,-117.532,93.3,30,Myctophidae,1.37,93.3 30,93.3 30,2008,1,127,846,SL,La.Nina,11.13,33.81
1802,200801,JD,13,CB,1,301,Triphoturus mexicanus,162766,20,1,2008-01-10 00:21:00 -08:00,30.847,-121.588,93.3,90,Myctophidae,0.1,93.3 90,93.3 90,2008,1,423,4109,SL,La.Nina,12.56,33.39
1803,200801,JD,13,CB,1,301,Triphoturus mexicanus,162766,64.6,1,2008-01-10 00:21:00 -08:00,30.847,-121.588,93.3,90,Myctophidae,2.78,93.3 90,93.3 90,2008,1,423,4109,SL,La.Nina,12.56,33.39
1804,200801,JD,16,CB,1,260,Nannobrachium ritteri,623745,38.4,1,2008-01-10 20:26:00 -08:00,29.848,-123.583,93.3,120,Myctophidae,0.63,93.3 120,93.3 120,2008,1,662,4061,SL,La.Nina,NA,NA
1805,200801,JD,23,CB,1,292,Stenobrachius leucopsarus,162664,51.4,1,2008-01-12 22:07:00 -08:00,32.417,-119.96,90,60,Myctophidae,1.44,90 60,90 60,2008,1,193,880,SL,La.Nina,10.27,33.73
1806,200801,JD,26,CB,1,301,Triphoturus mexicanus,162766,20.5,1,2008-01-13 15:10:00 -08:00,33.185,-118.387,90,37,Myctophidae,0.1,90 37,90 37,2008,1,53,1177,SL,La.Nina,10.96,33.77
1807,200801,JD,58,CB,1,260,Nannobrachium ritteri,623745,44.6,1,2008-01-22 04:20:00 -08:00,32.577,-122.813,83.3,90,Myctophidae,0.96,83.3 90,83.3 90,2008,1,456,4247,SL,La.Nina,11.85,33.43
1808,200801,JD,60,CB,1,260,Nannobrachium ritteri,623745,60,1,2008-01-22 16:18:00 -08:00,33.245,-121.443,83.3,70,Myctophidae,2.25,83.3 70,83.3 70,2008,1,295,3797,SL,La.Nina,10.66,33.59
1809,200804,JD,25,CB,1,301,Triphoturus mexicanus,162766,39,1,2008-03-30 16:32:00 -08:00,32.65,-119.483,90,53,Myctophidae,0.66,90 53,90 53,2008,3,143,1309,SL,La.Nina,10.36,33.82
1810,200804,JD,44,CB,1,260,Nannobrachium ritteri,623745,31.6,1,2008-04-03 21:18:00 -08:00,32.243,-123.495,83.3,100,Myctophidae,0.36,83.3 100,83.3 100,2008,4,535,4145,SL,La.Nina,11.94,33.22
1811,200804,JD,45,CB,1,260,Nannobrachium ritteri,623745,49.7,1,2008-04-04 03:12:00 -08:00,32.577,-122.807,83.3,90,Myctophidae,1.31,83.3 90,83.3 90,2008,4,456,4247,SL,La.Nina,11.79,33.18
1812,200804,JD,47,CB,1,260,Nannobrachium ritteri,623745,53.8,1,2008-04-04 18:14:00 -08:00,33.243,-121.445,83.3,70,Myctophidae,1.65,83.3 70,83.3 70,2008,4,295,3797,SL,La.Nina,10.59,33.56
1813,200804,JD,47,CB,1,292,Stenobrachius leucopsarus,162664,43.2,1,2008-04-04 18:14:00 -08:00,33.243,-121.445,83.3,70,Myctophidae,0.88,83.3 70,83.3 70,2008,4,295,3797,SL,La.Nina,10.59,33.56
1814,200804,JD,47,CB,1,292,Stenobrachius leucopsarus,162664,52.7,1,2008-04-04 18:14:00 -08:00,33.243,-121.445,83.3,70,Myctophidae,1.55,83.3 70,83.3 70,2008,4,295,3797,SL,La.Nina,10.59,33.56
1815,200804,JD,47,CB,1,292,Stenobrachius leucopsarus,162664,54.2,1,2008-04-04 18:14:00 -08:00,33.243,-121.445,83.3,70,Myctophidae,1.68,83.3 70,83.3 70,2008,4,295,3797,SL,La.Nina,10.59,33.56
1816,200804,JD,47,CB,1,292,Stenobrachius leucopsarus,162664,66,1,2008-04-04 18:14:00 -08:00,33.243,-121.445,83.3,70,Myctophidae,2.95,83.3 70,83.3 70,2008,4,295,3797,SL,La.Nina,10.59,33.56
1817,200804,JD,53,CB,1,292,Stenobrachius leucopsarus,162664,39.3,1,2008-04-05 23:47:00 -08:00,34.275,-120.025,81.8,46.9,Myctophidae,0.67,81.8 46.9,81.8 46.9,2008,4,176,578,SL,La.Nina,8.87,34.13
1818,200804,JD,53,CB,1,292,Stenobrachius leucopsarus,162664,42,1,2008-04-05 23:47:00 -08:00,34.275,-120.025,81.8,46.9,Myctophidae,0.81,81.8 46.9,81.8 46.9,2008,4,176,578,SL,La.Nina,8.87,34.13
1819,200804,JD,53,CB,1,292,Stenobrachius leucopsarus,162664,65.4,1,2008-04-05 23:47:00 -08:00,34.275,-120.025,81.8,46.9,Myctophidae,2.88,81.8 46.9,81.8 46.9,2008,4,176,578,SL,La.Nina,8.87,34.13
1820,200808,NH,4,CB,1,260,Nannobrachium ritteri,623745,23.4,1,2008-08-14 19:42:00 -08:00,32.913,-117.395,93.3,28,Myctophidae,0.15,93.3 28,93.3 28,2008,8,135,609,WL,La.Nina,11.45,33.76
1821,200808,NH,9,CB,1,292,Stenobrachius leucopsarus,162664,22.6,1,2008-08-15 17:36:00 -08:00,32.183,-118.885,93.3,50,Myctophidae,0.14,93.3 50,93.3 50,2008,8,170,1452,WL,La.Nina,11.14,33.85
1822,200808,NH,25,CB,1,260,Nannobrachium ritteri,623745,63.5,1,2008-08-19 20:35:00 -08:00,32.652,-119.485,90,53,Myctophidae,2.64,90 53,90 53,2008,8,143,1309,WL,La.Nina,11.69,33.77
1823,200808,NH,25,CB,1,301,Triphoturus mexicanus,162766,53.9,1,2008-08-19 20:35:00 -08:00,32.652,-119.485,90,53,Myctophidae,1.65,90 53,90 53,2008,8,143,1309,WL,La.Nina,11.69,33.77
1824,200808,NH,30,CB,1,301,Triphoturus mexicanus,162766,22,1,2008-08-20 20:23:00 -08:00,33.253,-118.248,90,35,Myctophidae,0.13,90 35,90 35,2008,8,45,344,WL,La.Nina,11.61,33.78
1825,200808,NH,30,CB,1,301,Triphoturus mexicanus,162766,35.8,1,2008-08-20 20:23:00 -08:00,33.253,-118.248,90,35,Myctophidae,0.51,90 35,90 35,2008,8,45,344,WL,La.Nina,11.61,33.78
1826,200808,NH,30,CB,1,301,Triphoturus mexicanus,162766,61,1,2008-08-20 20:23:00 -08:00,33.253,-118.248,90,35,Myctophidae,2.36,90 35,90 35,2008,8,45,344,WL,La.Nina,11.61,33.78
1827,200808,NH,31,CB,1,301,Triphoturus mexicanus,162766,35.4,1,2008-08-20 21:03:00 -08:00,33.188,-118.387,90,37,Myctophidae,0.5,90 37,90 37,2008,8,53,1177,WL,La.Nina,11.82,33.82
1828,200808,NH,35,CB,1,301,Triphoturus mexicanus,162766,34.8,1,2008-08-21 19:06:00 -08:00,33.492,-119.317,86.7,45,Myctophidae,0.47,86.7 45,86.7 45,2008,8,84,1644,WL,La.Nina,11.17,33.78
1829,200808,NH,35,CB,1,301,Triphoturus mexicanus,162766,38.9,1,2008-08-21 19:06:00 -08:00,33.492,-119.317,86.7,45,Myctophidae,0.65,86.7 45,86.7 45,2008,8,84,1644,WL,La.Nina,11.17,33.78
1830,200808,NH,35,CB,1,301,Triphoturus mexicanus,162766,41.5,1,2008-08-21 19:06:00 -08:00,33.492,-119.317,86.7,45,Myctophidae,0.78,86.7 45,86.7 45,2008,8,84,1644,WL,La.Nina,11.17,33.78
1831,200808,NH,57,CB,1,292,Stenobrachius leucopsarus,162664,28.4,1,2008-08-26 18:29:00 -08:00,34.152,-121.153,80,60,Myctophidae,0.26,80 60,80 60,2008,8,273,2204,WL,La.Nina,10.92,33.62
1832,200810,NH,10,CB,1,260,Nannobrachium ritteri,623745,37.2,1,2008-10-15 19:58:00 -08:00,31.847,-119.572,93.3,60,Myctophidae,0.57,93.3 60,93.3 60,2008,10,233,1899,WL,La.Nina,12.22,33.5
1833,200810,NH,21,CB,1,260,Nannobrachium ritteri,623745,27.2,1,2008-10-18 19:28:00 -08:00,31.752,-121.315,90,80,Myctophidae,0.23,90 80,90 80,2008,10,353,3694,WL,La.Nina,11.8,33.72
1834,200810,NH,21,CB,1,292,Stenobrachius leucopsarus,162664,27.6,1,2008-10-18 19:28:00 -08:00,31.752,-121.315,90,80,Myctophidae,0.24,90 80,90 80,2008,10,353,3694,WL,La.Nina,11.8,33.72
1835,200810,NH,21,CB,1,292,Stenobrachius leucopsarus,162664,29.3,1,2008-10-18 19:28:00 -08:00,31.752,-121.315,90,80,Myctophidae,0.29,90 80,90 80,2008,10,353,3694,WL,La.Nina,11.8,33.72
1836,200810,NH,33,CB,1,292,Stenobrachius leucopsarus,162664,28.5,1,2008-10-20 22:05:00 -08:00,33.823,-118.627,86.7,35,Myctophidae,0.27,86.7 35,86.7 35,2008,10,32,662,WL,La.Nina,12.12,33.67
1837,200810,NH,33,CB,1,301,Triphoturus mexicanus,162766,27.8,1,2008-10-20 22:05:00 -08:00,33.823,-118.627,86.7,35,Myctophidae,0.25,86.7 35,86.7 35,2008,10,32,662,WL,La.Nina,12.12,33.67
1838,200810,NH,38,CB,1,260,Nannobrachium ritteri,623745,60.8,1,2008-10-21 20:48:00 -08:00,32.988,-120.348,86.7,60,Myctophidae,2.33,86.7 60,86.7 60,2008,10,204,722,WL,La.Nina,10.42,33.9
1839,200810,NH,39,CB,1,260,Nannobrachium ritteri,623745,29.7,1,2008-10-22 03:31:00 -08:00,32.657,-121.032,86.7,70,Myctophidae,0.3,86.7 70,86.7 70,2008,10,283,3771,WL,La.Nina,11.67,33.58
1840,200810,NH,45,CB,1,260,Nannobrachium ritteri,623745,29,1,2008-10-23 16:43:00 -08:00,32.243,-123.492,83.3,100,Myctophidae,0.28,83.3 100,83.3 100,2008,10,535,4145,WL,La.Nina,11.94,33.4
1841,200810,NH,46,CB,1,301,Triphoturus mexicanus,162766,23.1,1,2008-10-23 22:58:00 -08:00,32.578,-122.812,83.3,90,Myctophidae,0.15,83.3 90,83.3 90,2008,10,456,4247,WL,La.Nina,12.09,33.33
1842,200810,NH,50,CB,1,292,Stenobrachius leucopsarus,162664,22.1,1,2008-10-24 22:28:00 -08:00,33.745,-120.408,83.3,55,Myctophidae,0.13,83.3 55,83.3 55,2008,10,185,999,WL,La.Nina,10.51,33.79
1843,200810,NH,61,CB,1,260,Nannobrachium ritteri,623745,58,1,2008-10-26 21:10:00 -08:00,33.483,-122.533,80,80,Myctophidae,2.04,80 80,80 80,2008,10,385,4007,WL,La.Nina,10.79,33.74
1844,200810,NH,61,CB,1,292,Stenobrachius leucopsarus,162664,25.2,1,2008-10-26 21:10:00 -08:00,33.483,-122.533,80,80,Myctophidae,0.19,80 80,80 80,2008,10,385,4007,WL,La.Nina,10.79,33.74
1845,200810,NH,62,CB,1,260,Nannobrachium ritteri,623745,48.1,1,2008-10-27 03:11:00 -08:00,33.152,-123.223,80,90,Myctophidae,1.19,80 90,80 90,2008,10,466,4229,WL,La.Nina,12.43,33.31
1846,200810,NH,73,CB,1,260,Nannobrachium ritteri,623745,18.1,1,2008-10-30 00:03:00 -08:00,32.92,-118.935,90,45,Myctophidae,0.07,90 45,90 45,2008,10,92,1695,WL,La.Nina,11.69,33.71
1847,200901,NH,8,CB,1,292,Stenobrachius leucopsarus,162664,23.1,1,2009-01-08 17:33:00 -08:00,32.347,-118.555,93.3,45,Myctophidae,0.15,93.3 45,93.3 45,2009,1,147,1376,WL,La.Nina,11.11,33.73
1848,200901,NH,8,CB,1,301,Triphoturus mexicanus,162766,23.6,1,2009-01-08 17:33:00 -08:00,32.347,-118.555,93.3,45,Myctophidae,0.16,93.3 45,93.3 45,2009,1,147,1376,WL,La.Nina,11.11,33.73
1849,200901,NH,14,CB,1,260,Nannobrachium ritteri,623745,26.2,1,2009-01-10 00:56:00 -08:00,30.848,-121.588,93.3,90,Myctophidae,0.21,93.3 90,93.3 90,2009,1,423,4109,WL,La.Nina,12.19,33.39
1850,200901,NH,25,CB,1,260,Nannobrachium ritteri,623745,38.7,1,2009-01-12 21:14:00 -08:00,32.653,-119.482,90,53,Myctophidae,0.64,90 53,90 53,2009,1,143,1309,WL,La.Nina,10.67,33.58
1851,200901,NH,25,CB,1,292,Stenobrachius leucopsarus,162664,28.6,1,2009-01-12 21:14:00 -08:00,32.653,-119.482,90,53,Myctophidae,0.27,90 53,90 53,2009,1,143,1309,WL,La.Nina,10.67,33.58
1852,200901,NH,37,CB,1,301,Triphoturus mexicanus,162766,25.8,1,2009-01-14 19:12:00 -08:00,33.492,-119.317,86.7,45,Myctophidae,0.2,86.7 45,86.7 45,2009,1,84,1644,WL,La.Nina,10.67,33.75
1853,200901,NH,42,CB,1,260,Nannobrachium ritteri,623745,25.2,1,2009-01-15 20:26:00 -08:00,32.323,-121.717,86.7,80,Myctophidae,0.19,86.7 80,86.7 80,2009,1,364,4041,WL,La.Nina,11.03,33.47
1854,200901,NH,46,CB,1,301,Triphoturus mexicanus,162766,20.2,1,2009-01-16 20:47:00 -08:00,31.912,-124.17,83.3,110,Myctophidae,0.1,83.3 110,83.3 110,2009,1,616,4163,WL,La.Nina,11.08,33.54
1855,200901,NH,51,CB,1,260,Nannobrachium ritteri,623745,72.6,1,2009-01-18 03:40:00 -08:00,33.577,-120.755,83.3,60,Myctophidae,3.88,83.3 60,83.3 60,2009,1,214,1397,WL,La.Nina,10.44,33.7
1856,200901,NH,62,CB,1,292,Stenobrachius leucopsarus,162664,32.2,1,2009-01-19 19:31:00 -08:00,34.317,-120.803,80,55,Myctophidae,0.38,80 55,80 55,2009,1,250,780,WL,La.Nina,10.59,33.77
1857,200901,NH,62,CB,1,292,Stenobrachius leucopsarus,162664,39.7,1,2009-01-19 19:31:00 -08:00,34.317,-120.803,80,55,Myctophidae,0.69,80 55,80 55,2009,1,250,780,WL,La.Nina,10.59,33.77
1858,200901,NH,63,CB,1,301,Triphoturus mexicanus,162766,21.7,1,2009-01-19 23:48:00 -08:00,34.152,-121.15,80,60,Myctophidae,0.12,80 60,80 60,2009,1,273,2204,WL,La.Nina,10.2,33.74
1859,200903,JD,8,CB,1,292,Stenobrachius leucopsarus,162664,27.6,1,2009-03-08 17:43:00 -08:00,32.347,-118.555,93.3,45,Myctophidae,0.24,93.3 45,93.3 45,2009,3,147,1376,WL,La.Nina,10.85,33.65
1860,200903,JD,9,CB,1,260,Nannobrachium ritteri,623745,35.4,1,2009-03-08 21:45:00 -08:00,32.18,-118.893,93.3,50,Myctophidae,0.5,93.3 50,93.3 50,2009,3,170,1452,WL,La.Nina,11.73,33.63
1861,200903,JD,10,CB,1,260,Nannobrachium ritteri,623745,61.8,1,2009-03-09 01:58:00 -08:00,32.015,-119.233,93.3,55,Myctophidae,2.45,93.3 55,93.3 55,2009,3,202,1588,WL,La.Nina,11.27,33.63
1862,200903,JD,24,CB,1,301,Triphoturus mexicanus,162766,25.9,1,2009-03-12 20:02:00 -08:00,32.418,-119.96,90,60,Myctophidae,0.2,90 60,90 60,2009,3,193,880,WL,La.Nina,10.99,33.59
1863,200903,JD,29,CB,1,292,Stenobrachius leucopsarus,162664,36.2,1,2009-03-13 20:42:00 -08:00,33.485,-117.768,90,28,Myctophidae,0.53,90 28,90 28,2009,3,70,63,WL,La.Nina,12.87,33.45
1864,200903,JD,35,CB,1,292,Stenobrachius leucopsarus,162664,34.2,1,2009-03-14 16:31:00 -08:00,33.825,-118.633,86.7,35,Myctophidae,0.45,86.7 35,86.7 35,2009,3,32,662,WL,La.Nina,10.49,33.86
1865,200903,JD,36,CB,1,301,Triphoturus mexicanus,162766,54.8,1,2009-03-14 20:44:00 -08:00,33.657,-118.972,86.7,40,Myctophidae,1.73,86.7 40,86.7 40,2009,3,48,737,WL,La.Nina,10.34,33.81
1866,200903,JD,42,CB,1,260,Nannobrachium ritteri,623745,30,1,2009-03-16 02:15:00 -08:00,32.325,-121.712,86.7,80,Myctophidae,0.31,86.7 80,86.7 80,2009,3,364,4041,WL,La.Nina,11.68,33.39
1867,200903,JD,42,CB,1,260,Nannobrachium ritteri,623745,40.7,1,2009-03-16 02:15:00 -08:00,32.325,-121.712,86.7,80,Myctophidae,0.74,86.7 80,86.7 80,2009,3,364,4041,WL,La.Nina,11.68,33.39
1868,200903,JD,52,CB,1,260,Nannobrachium ritteri,623745,42,1,2009-03-18 18:37:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.81,83.3 55,83.3 55,2009,3,185,999,WL,La.Nina,10.07,33.7
1869,200903,JD,52,CB,1,292,Stenobrachius leucopsarus,162664,43.5,1,2009-03-18 18:37:00 -08:00,33.745,-120.41,83.3,55,Myctophidae,0.9,83.3 55,83.3 55,2009,3,185,999,WL,La.Nina,10.07,33.7
1870,200903,JD,61,CB,1,292,Stenobrachius leucopsarus,162664,38.6,1,2009-03-19 23:35:00 -08:00,34.32,-120.802,80,55,Myctophidae,0.64,80 55,80 55,2009,3,250,780,WL,La.Nina,10,33.8
1871,200903,JD,61,CB,1,292,Stenobrachius leucopsarus,162664,39.5,1,2009-03-19 23:35:00 -08:00,34.32,-120.802,80,55,Myctophidae,0.68,80 55,80 55,2009,3,250,780,WL,La.Nina,10,33.8
1872,200903,JD,61,CB,1,292,Stenobrachius leucopsarus,162664,43.4,1,2009-03-19 23:35:00 -08:00,34.32,-120.802,80,55,Myctophidae,0.89,80 55,80 55,2009,3,250,780,WL,La.Nina,10,33.8
1873,200903,JD,61,CB,1,292,Stenobrachius leucopsarus,162664,47.6,1,2009-03-19 23:35:00 -08:00,34.32,-120.802,80,55,Myctophidae,1.16,80 55,80 55,2009,3,250,780,WL,La.Nina,10,33.8
1874,200903,JD,62,CB,1,301,Triphoturus mexicanus,162766,25.7,1,2009-03-20 04:12:00 -08:00,34.152,-121.15,80,60,Myctophidae,0.2,80 60,80 60,2009,3,273,2204,WL,La.Nina,10.34,33.71
1875,200904,FR,37,CB,1,292,Stenobrachius leucopsarus,162664,21.4,1,2009-04-22 04:29:00 -08:00,34.762,-121.092,77.5,55,Myctophidae,0.12,76.7 55,77.5 55,2009,4,299,562,WL,La.Nina,NA,NA
1876,200904,FR,97,CB,1,292,Stenobrachius leucopsarus,162664,20,1,2009-04-29 03:13:00 -08:00,31.72,-122.215,88.3,90,Myctophidae,0.1,86.7 90,88.3 90,2009,4,440,4099,WL,La.Nina,NA,NA
1877,200904,FR,118,CB,1,260,Nannobrachium ritteri,623745,36,1,2009-04-30 02:31:00 -08:00,32.663,-120.12,88.3,60,Myctophidae,0.52,86.7 60,88.3 60,2009,4,197,722,WL,La.Nina,NA,NA
1878,200904,FR,126,CB,1,301,Triphoturus mexicanus,162766,31.7,1,2009-05-01 03:46:00 -08:00,33.125,-117.71,91.7,30,Myctophidae,0.36,93.3 30,91.7 30,2009,5,95,846,WL,La.Nina,NA,NA
1879,200907,M2,1,CB,1,292,Stenobrachius leucopsarus,162664,24.8,1,2009-07-14 20:00:00 -08:00,32.955,-117.307,93.3,26.7,Myctophidae,0.18,93.3 26.7,93.3 26.7,2009,7,141,63,ME,El.Nino,13.62,33.45
1880,200907,M2,1,CB,1,292,Stenobrachius leucopsarus,162664,24.9,1,2009-07-14 20:00:00 -08:00,32.955,-117.307,93.3,26.7,Myctophidae,0.18,93.3 26.7,93.3 26.7,2009,7,141,63,ME,El.Nino,13.62,33.45
